                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.988746 +- 0.715670 (-0.206437%)  |          Lambda: 1.992860 +- 0.722371 (0.000000%)  |         Lambda: 2.359948 +- 1.078852 (18.420160%)  | 
        Radius: 6.188521 +- 1.291940 (-0.280827%)  |          Radius: 6.205949 +- 1.306812 (0.000000%)  |         Radius: 6.955187 +- 1.902007 (12.072900%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.962834 +- 0.671450 (0.278791%)  |          Lambda: 1.957377 +- 0.674788 (0.000000%)  |         Lambda: 2.300690 +- 0.994116 (17.539442%)  | 
        Radius: 6.188521 +- 1.291940 (-0.280827%)  |          Radius: 6.205949 +- 1.306812 (0.000000%)  |         Radius: 6.955187 +- 1.902007 (12.072900%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.374254 +- 0.488308 (0.584291%)  |          Lambda: 1.366271 +- 0.488910 (0.000000%)  |         Lambda: 1.552585 +- 0.699707 (13.636680%)  | 
         Radius: 4.866089 +- 1.044873 (0.239677%)  |          Radius: 4.854454 +- 1.052284 (0.000000%)  |          Radius: 5.317142 +- 1.442617 (9.531206%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.814576 +- 0.618934 (0.632162%)  |          Lambda: 1.803177 +- 0.619654 (0.000000%)  |         Lambda: 2.086373 +- 0.914954 (15.705391%)  | 
         Radius: 4.866089 +- 1.044873 (0.239677%)  |          Radius: 4.854454 +- 1.052284 (0.000000%)  |          Radius: 5.317142 +- 1.442617 (9.531206%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
