                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.396508 +- 0.711635 (-0.077848%)  |          Lambda: 1.397596 +- 0.705744 (0.000000%)  |          Lambda: 1.414891 +- 0.784327 (1.237482%)  | 
        Radius: 4.130456 +- 0.721432 (-0.107983%)  |          Radius: 4.134921 +- 0.717520 (0.000000%)  |          Radius: 4.164426 +- 0.721456 (0.713557%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.392923 +- 0.685949 (0.392800%)  |          Lambda: 1.387473 +- 0.679024 (0.000000%)  |          Lambda: 1.402208 +- 0.750746 (1.062003%)  | 
        Radius: 4.130456 +- 0.721432 (-0.107983%)  |          Radius: 4.134921 +- 0.717520 (0.000000%)  |          Radius: 4.164426 +- 0.721456 (0.713557%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.084183 +- 0.556566 (0.532342%)  |          Lambda: 1.078442 +- 0.554112 (0.000000%)  |         Lambda: 1.057122 +- 0.589295 (-1.976926%)  | 
         Radius: 3.490446 +- 0.683325 (0.293400%)  |          Radius: 3.480235 +- 0.684030 (0.000000%)  |         Radius: 3.453785 +- 0.674769 (-0.760006%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.428112 +- 0.718395 (0.608110%)  |          Lambda: 1.419480 +- 0.716136 (0.000000%)  |         Lambda: 1.414522 +- 0.776813 (-0.349283%)  | 
         Radius: 3.490446 +- 0.683325 (0.293400%)  |          Radius: 3.480235 +- 0.684030 (0.000000%)  |         Radius: 3.453785 +- 0.674769 (-0.760006%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
