                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                              AnalysisType = LamK0 |                               AnalysisType = LamK0 |                               AnalysisType = LamK0 | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.500000 +- 0.119741 (0.000000%)  |          Lambda: 1.500000 +- 0.130045 (0.000000%)  |          Lambda: 1.500000 +- 0.126087 (0.000000%)  | 
        Radius: 5.888426 +- 0.252762 (-0.437028%)  |          Radius: 5.914273 +- 0.254558 (0.000000%)  |          Radius: 5.947431 +- 0.256186 (0.560644%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                             AnalysisType = ALamK0 |                              AnalysisType = ALamK0 |                              AnalysisType = ALamK0 | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.500000 +- 0.119741 (0.000000%)  |          Lambda: 1.500000 +- 0.130045 (0.000000%)  |          Lambda: 1.500000 +- 0.126087 (0.000000%)  | 
        Radius: 5.888426 +- 0.252762 (-0.437028%)  |          Radius: 5.914273 +- 0.254558 (0.000000%)  |          Radius: 5.947431 +- 0.256186 (0.560644%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                              AnalysisType = LamK0 |                               AnalysisType = LamK0 |                               AnalysisType = LamK0 | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.078111 +- 0.155422 (1.781272%)  |          Lambda: 1.059243 +- 0.155938 (0.000000%)  |         Lambda: 1.015868 +- 0.151288 (-4.094906%)  | 
         Radius: 4.442556 +- 0.354062 (0.220494%)  |          Radius: 4.432782 +- 0.359400 (0.000000%)  |         Radius: 4.353736 +- 0.354436 (-1.783214%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                             AnalysisType = ALamK0 |                              AnalysisType = ALamK0 |                              AnalysisType = ALamK0 | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.078111 +- 0.155422 (1.781272%)  |          Lambda: 1.059243 +- 0.155938 (0.000000%)  |         Lambda: 1.015868 +- 0.151288 (-4.094906%)  | 
         Radius: 4.442556 +- 0.354062 (0.220494%)  |          Radius: 4.432782 +- 0.359400 (0.000000%)  |         Radius: 4.353736 +- 0.354436 (-1.783214%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                              AnalysisType = LamK0 |                               AnalysisType = LamK0 |                               AnalysisType = LamK0 | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.974691 +- 0.178995 (1.525659%)  |          Lambda: 0.960044 +- 0.174826 (0.000000%)  |         Lambda: 0.925194 +- 0.171562 (-3.630042%)  | 
         Radius: 3.218037 +- 0.307743 (0.499870%)  |          Radius: 3.202031 +- 0.302138 (0.000000%)  |         Radius: 3.148001 +- 0.302994 (-1.687367%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                             AnalysisType = ALamK0 |                              AnalysisType = ALamK0 |                              AnalysisType = ALamK0 | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.974691 +- 0.178995 (1.525659%)  |          Lambda: 0.960044 +- 0.174826 (0.000000%)  |         Lambda: 0.925194 +- 0.171562 (-3.630042%)  | 
         Radius: 3.218037 +- 0.307743 (0.499870%)  |          Radius: 3.202031 +- 0.302138 (0.000000%)  |         Radius: 3.148001 +- 0.302994 (-1.687367%)  | 
         Ref0: -0.323613 +- 0.174270 (-2.255346%)  |          Ref0: -0.331080 +- 0.175746 (-0.000000%)  |           Ref0: -0.341023 +- 0.176701 (3.003202%)  | 
          Imf0: 0.477073 +- 0.100563 (-0.591981%)  |            Imf0: 0.479914 +- 0.101091 (0.000000%)  |            Imf0: 0.481814 +- 0.102169 (0.395904%)  | 
            d0: 2.647849 +- 1.042362 (-0.285528%)  |              d0: 2.655431 +- 1.042403 (0.000000%)  |              d0: 2.656721 +- 1.028120 (0.048580%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
      Chi2 = 1065.449  NDF = 981  Chi2/NDF = 1.086 |       Chi2 = 1072.083  NDF = 981  Chi2/NDF = 1.093 |       Chi2 = 1078.712  NDF = 981  Chi2/NDF = 1.100 | 
                                                   |                                                    |                                                    | 
