                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.500081 +- 0.507526 (-2.172501%)  |          Lambda: 1.533394 +- 0.530386 (0.000000%)  |          Lambda: 1.558511 +- 0.517890 (1.638000%)  | 
        Radius: 4.870399 +- 0.922653 (-1.886525%)  |          Radius: 4.964047 +- 0.990109 (0.000000%)  |          Radius: 5.057308 +- 0.952610 (1.878729%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.495869 +- 0.510633 (-1.392947%)  |          Lambda: 1.517000 +- 0.528864 (0.000000%)  |          Lambda: 1.538228 +- 0.516196 (1.399341%)  | 
        Radius: 4.870399 +- 0.922653 (-1.886525%)  |          Radius: 4.964047 +- 0.990109 (0.000000%)  |          Radius: 5.057308 +- 0.952610 (1.878729%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 2.312969 +- 0.939478 (13.764566%)  |          Lambda: 2.033119 +- 0.845672 (0.000000%)  |         Lambda: 1.919608 +- 0.810044 (-5.583097%)  | 
         Radius: 5.182101 +- 1.106029 (4.876203%)  |          Radius: 4.941160 +- 1.064615 (0.000000%)  |         Radius: 4.879433 +- 1.060593 (-1.249241%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.949812 +- 0.775307 (13.262651%)  |          Lambda: 1.721496 +- 0.702902 (0.000000%)  |         Lambda: 1.644092 +- 0.681459 (-4.496322%)  | 
         Radius: 5.182101 +- 1.106029 (4.876203%)  |          Radius: 4.941160 +- 1.064615 (0.000000%)  |         Radius: 4.879433 +- 1.060593 (-1.249241%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
