                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.415651 +- 0.355985 (2.154431%)  |          Lambda: 1.385795 +- 0.386296 (0.000000%)  |          Lambda: 1.410230 +- 0.371055 (1.763248%)  | 
         Radius: 6.397586 +- 0.832359 (0.690161%)  |          Radius: 6.353735 +- 0.963397 (0.000000%)  |          Radius: 6.436664 +- 0.878257 (1.305201%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.415651 +- 0.355985 (2.154431%)  |          Lambda: 1.385795 +- 0.386296 (0.000000%)  |          Lambda: 1.410230 +- 0.371055 (1.763248%)  | 
         Radius: 6.397586 +- 0.832359 (0.690161%)  |          Radius: 6.353735 +- 0.963397 (0.000000%)  |          Radius: 6.436664 +- 0.878257 (1.305201%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.000246 +- 0.214167 (3.117932%)  |          Lambda: 0.970002 +- 0.220575 (0.000000%)  |         Lambda: 0.936862 +- 0.208755 (-3.416488%)  | 
         Radius: 4.837094 +- 0.524211 (0.792908%)  |          Radius: 4.799042 +- 0.572845 (0.000000%)  |         Radius: 4.723697 +- 0.529020 (-1.570001%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.000246 +- 0.214167 (3.117932%)  |          Lambda: 0.970002 +- 0.220575 (0.000000%)  |         Lambda: 0.936862 +- 0.208755 (-3.416488%)  | 
         Radius: 4.837094 +- 0.524211 (0.792908%)  |          Radius: 4.799042 +- 0.572845 (0.000000%)  |         Radius: 4.723697 +- 0.529020 (-1.570001%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
