                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.398741 +- 0.511051 (-1.581739%)  |          Lambda: 1.421221 +- 0.453059 (0.000000%)  |          Lambda: 1.493133 +- 0.478968 (5.059875%)  | 
        Radius: 5.356836 +- 1.070294 (-2.848193%)  |          Radius: 5.513882 +- 0.986752 (0.000000%)  |          Radius: 5.753916 +- 1.049654 (4.353267%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.394938 +- 0.513886 (-1.483046%)  |          Lambda: 1.415937 +- 0.454962 (0.000000%)  |          Lambda: 1.467684 +- 0.476547 (3.654612%)  | 
        Radius: 5.356836 +- 1.070294 (-2.848193%)  |          Radius: 5.513882 +- 0.986752 (0.000000%)  |          Radius: 5.753916 +- 1.049654 (4.353267%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.699330 +- 0.689408 (14.533493%)  |          Lambda: 1.483697 +- 0.600287 (0.000000%)  |        Lambda: 1.316736 +- 0.540826 (-11.253039%)  | 
         Radius: 5.109896 +- 1.073097 (4.025862%)  |          Radius: 4.912140 +- 1.021787 (0.000000%)  |         Radius: 4.761117 +- 1.010811 (-3.074485%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.450230 +- 0.579725 (13.434809%)  |          Lambda: 1.278470 +- 0.510587 (0.000000%)  |         Lambda: 1.171099 +- 0.476655 (-8.398398%)  | 
         Radius: 5.109896 +- 1.073097 (4.025862%)  |          Radius: 4.912140 +- 1.021787 (0.000000%)  |         Radius: 4.761117 +- 1.010811 (-3.074485%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
