                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.943523 +- 0.375213 (1.843057%)  |          Lambda: 1.908351 +- 0.336975 (0.000000%)  |          Lambda: 1.927790 +- 0.342889 (1.018628%)  | 
         Radius: 5.894085 +- 0.635981 (0.707867%)  |          Radius: 5.852656 +- 0.595057 (0.000000%)  |          Radius: 5.898789 +- 0.612273 (0.788240%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.943523 +- 0.375213 (1.843057%)  |          Lambda: 1.908351 +- 0.336975 (0.000000%)  |          Lambda: 1.927790 +- 0.342889 (1.018628%)  | 
         Radius: 5.894085 +- 0.635981 (0.707867%)  |          Radius: 5.852656 +- 0.595057 (0.000000%)  |          Radius: 5.898789 +- 0.612273 (0.788240%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.394549 +- 0.249295 (2.257955%)  |          Lambda: 1.363756 +- 0.238068 (0.000000%)  |         Lambda: 1.331651 +- 0.236058 (-2.354160%)  | 
         Radius: 4.548917 +- 0.433892 (0.492952%)  |          Radius: 4.526603 +- 0.426350 (0.000000%)  |         Radius: 4.477998 +- 0.429906 (-1.073763%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.394549 +- 0.249295 (2.257955%)  |          Lambda: 1.363756 +- 0.238068 (0.000000%)  |         Lambda: 1.331651 +- 0.236058 (-2.354160%)  | 
         Radius: 4.548917 +- 0.433892 (0.492952%)  |          Radius: 4.526603 +- 0.426350 (0.000000%)  |         Radius: 4.477998 +- 0.429906 (-1.073763%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
