                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 2.003548 +- 0.473061 (2.514631%)  |          Lambda: 1.954402 +- 0.440064 (0.000000%)  |          Lambda: 1.967832 +- 0.447341 (0.687167%)  | 
         Radius: 6.713852 +- 0.828948 (0.909574%)  |          Radius: 6.653335 +- 0.804385 (0.000000%)  |          Radius: 6.702889 +- 0.799993 (0.744799%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 2.003548 +- 0.473061 (2.514631%)  |          Lambda: 1.954402 +- 0.440064 (0.000000%)  |          Lambda: 1.967832 +- 0.447341 (0.687167%)  | 
         Radius: 6.713852 +- 0.828948 (0.909574%)  |          Radius: 6.653335 +- 0.804385 (0.000000%)  |          Radius: 6.702889 +- 0.799993 (0.744799%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.357061 +- 0.280421 (2.921567%)  |          Lambda: 1.318539 +- 0.271330 (0.000000%)  |         Lambda: 1.272787 +- 0.264253 (-3.469901%)  | 
         Radius: 4.983292 +- 0.524778 (0.707640%)  |          Radius: 4.948276 +- 0.527117 (0.000000%)  |         Radius: 4.870828 +- 0.513664 (-1.565151%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.357061 +- 0.280421 (2.921567%)  |          Lambda: 1.318539 +- 0.271330 (0.000000%)  |         Lambda: 1.272787 +- 0.264253 (-3.469901%)  | 
         Radius: 4.983292 +- 0.524778 (0.707640%)  |          Radius: 4.948276 +- 0.527117 (0.000000%)  |         Radius: 4.870828 +- 0.513664 (-1.565151%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
