                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.805038 +- 0.325150 (-3.400850%)  |          Lambda: 0.833380 +- 0.356453 (0.000000%)  |          Lambda: 0.865248 +- 0.348429 (3.823946%)  | 
        Radius: 4.380800 +- 0.905416 (-1.063285%)  |          Radius: 4.427881 +- 0.977033 (0.000000%)  |          Radius: 4.544138 +- 0.905291 (2.625567%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.791330 +- 0.320693 (-2.627949%)  |          Lambda: 0.812687 +- 0.348566 (0.000000%)  |          Lambda: 0.841773 +- 0.340332 (3.578992%)  | 
        Radius: 4.380800 +- 0.905416 (-1.063285%)  |          Radius: 4.427881 +- 0.977033 (0.000000%)  |          Radius: 4.544138 +- 0.905291 (2.625567%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.303753 +- 0.628336 (13.042494%)  |          Lambda: 1.153330 +- 0.536504 (0.000000%)  |         Lambda: 1.117744 +- 0.518930 (-3.085500%)  | 
         Radius: 4.751019 +- 1.114754 (5.893575%)  |          Radius: 4.486598 +- 1.018546 (0.000000%)  |         Radius: 4.477265 +- 0.983680 (-0.208020%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.103815 +- 0.526510 (12.671664%)  |          Lambda: 0.979674 +- 0.451716 (0.000000%)  |         Lambda: 0.959681 +- 0.441861 (-2.040781%)  | 
         Radius: 4.751019 +- 1.114754 (5.893575%)  |          Radius: 4.486598 +- 1.018546 (0.000000%)  |         Radius: 4.477265 +- 0.983680 (-0.208020%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
