                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.352315 +- 0.576123 (-0.256308%)  |          Lambda: 1.355790 +- 0.573817 (0.000000%)  |          Lambda: 1.366302 +- 0.707214 (0.775341%)  | 
        Radius: 5.565840 +- 1.255924 (-0.235813%)  |          Radius: 5.578996 +- 1.293332 (0.000000%)  |         Radius: 5.575248 +- 1.407777 (-0.067181%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.367772 +- 0.564694 (0.453880%)  |          Lambda: 1.361592 +- 0.557680 (0.000000%)  |          Lambda: 1.373550 +- 0.687585 (0.878237%)  | 
        Radius: 5.565840 +- 1.255924 (-0.235813%)  |          Radius: 5.578996 +- 1.293332 (0.000000%)  |         Radius: 5.575248 +- 1.407777 (-0.067181%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.065112 +- 0.424833 (0.913622%)  |          Lambda: 1.055469 +- 0.420318 (0.000000%)  |         Lambda: 1.026023 +- 0.470104 (-2.789850%)  | 
         Radius: 4.445387 +- 0.992403 (0.712812%)  |          Radius: 4.413924 +- 1.012010 (0.000000%)  |         Radius: 4.286528 +- 1.007615 (-2.886230%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.323551 +- 0.518253 (1.943829%)  |          Lambda: 1.298314 +- 0.506987 (0.000000%)  |         Lambda: 1.257651 +- 0.570088 (-3.131985%)  | 
         Radius: 4.445387 +- 0.992403 (0.712812%)  |          Radius: 4.413924 +- 1.012010 (0.000000%)  |         Radius: 4.286528 +- 1.007615 (-2.886230%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
