                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.594928 +- 0.625607 (-0.220276%)  |          Lambda: 1.598449 +- 0.654655 (0.000000%)  |          Lambda: 1.616277 +- 0.680046 (1.115331%)  | 
        Radius: 5.530494 +- 1.174374 (-0.365929%)  |          Radius: 5.550806 +- 1.195012 (0.000000%)  |          Radius: 5.569468 +- 1.251630 (0.336203%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.608340 +- 0.604716 (0.501652%)  |          Lambda: 1.600312 +- 0.629633 (0.000000%)  |          Lambda: 1.619552 +- 0.653280 (1.202266%)  | 
        Radius: 5.530494 +- 1.174374 (-0.365929%)  |          Radius: 5.550806 +- 1.195012 (0.000000%)  |          Radius: 5.569468 +- 1.251630 (0.336203%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.247239 +- 0.469332 (0.847131%)  |          Lambda: 1.236762 +- 0.481421 (0.000000%)  |         Lambda: 1.210123 +- 0.479121 (-2.153931%)  | 
         Radius: 4.410470 +- 0.956653 (0.564102%)  |          Radius: 4.385730 +- 0.959534 (0.000000%)  |         Radius: 4.281135 +- 0.959803 (-2.384894%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.561134 +- 0.573705 (1.886933%)  |          Lambda: 1.532222 +- 0.583826 (0.000000%)  |         Lambda: 1.494007 +- 0.579427 (-2.494090%)  | 
         Radius: 4.410470 +- 0.956653 (0.564102%)  |          Radius: 4.385730 +- 0.959534 (0.000000%)  |         Radius: 4.281135 +- 0.959803 (-2.384894%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
