                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.288935 +- 0.655156 (-0.156241%)  |          Lambda: 1.290952 +- 0.663967 (0.000000%)  |          Lambda: 1.294514 +- 0.705293 (0.275920%)  | 
        Radius: 5.700924 +- 1.420356 (-0.264693%)  |          Radius: 5.716054 +- 1.522851 (0.000000%)  |         Radius: 5.711575 +- 1.545713 (-0.078358%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.306181 +- 0.640966 (0.544218%)  |          Lambda: 1.299111 +- 0.645212 (0.000000%)  |          Lambda: 1.304234 +- 0.685723 (0.394347%)  | 
        Radius: 5.700924 +- 1.420356 (-0.264693%)  |          Radius: 5.716054 +- 1.522851 (0.000000%)  |         Radius: 5.711575 +- 1.545713 (-0.078358%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.013842 +- 0.465983 (1.062921%)  |          Lambda: 1.003179 +- 0.470990 (0.000000%)  |         Lambda: 0.969366 +- 0.468483 (-3.370585%)  | 
         Radius: 4.550619 +- 1.078821 (0.715960%)  |          Radius: 4.518270 +- 1.139834 (0.000000%)  |         Radius: 4.384420 +- 1.097656 (-2.962417%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.247145 +- 0.564459 (2.110502%)  |          Lambda: 1.221368 +- 0.564102 (0.000000%)  |         Lambda: 1.175991 +- 0.560198 (-3.715260%)  | 
         Radius: 4.550619 +- 1.078821 (0.715960%)  |          Radius: 4.518270 +- 1.139834 (0.000000%)  |         Radius: 4.384420 +- 1.097656 (-2.962417%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
