                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.923337 +- 0.327343 (-9.304176%)  |          Lambda: 1.018059 +- 0.440879 (0.000000%)  |         Lambda: 1.120633 +- 0.476034 (10.075447%)  | 
        Radius: 5.035639 +- 0.900249 (-3.890353%)  |          Radius: 5.239473 +- 1.097663 (0.000000%)  |          Radius: 5.520797 +- 1.110923 (5.369319%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.914599 +- 0.325355 (-9.301874%)  |          Lambda: 1.008399 +- 0.439194 (0.000000%)  |          Lambda: 1.095456 +- 0.469459 (8.633190%)  | 
        Radius: 5.035639 +- 0.900249 (-3.890353%)  |          Radius: 5.239473 +- 1.097663 (0.000000%)  |          Radius: 5.520797 +- 1.110923 (5.369319%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.208416 +- 0.518083 (7.257825%)  |          Lambda: 1.126646 +- 0.497710 (0.000000%)  |         Lambda: 1.043844 +- 0.469563 (-7.349425%)  | 
         Radius: 4.979815 +- 1.042618 (3.538616%)  |          Radius: 4.809621 +- 1.007034 (0.000000%)  |         Radius: 4.703801 +- 0.993960 (-2.200173%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.034642 +- 0.439910 (6.280964%)  |          Lambda: 0.973497 +- 0.426733 (0.000000%)  |         Lambda: 0.930401 +- 0.416338 (-4.426927%)  | 
         Radius: 4.979815 +- 1.042618 (3.538616%)  |          Radius: 4.809621 +- 1.007034 (0.000000%)  |         Radius: 4.703801 +- 0.993960 (-2.200173%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
