                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.943870 +- 0.365982 (-9.055258%)  |          Lambda: 1.037850 +- 0.391207 (0.000000%)  |          Lambda: 1.138862 +- 0.504343 (9.732813%)  | 
        Radius: 5.060068 +- 0.978319 (-3.794532%)  |          Radius: 5.259647 +- 0.962669 (0.000000%)  |          Radius: 5.534856 +- 1.154136 (5.232461%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.929339 +- 0.362194 (-9.056223%)  |          Lambda: 1.021883 +- 0.387693 (0.000000%)  |          Lambda: 1.106498 +- 0.494625 (8.280302%)  | 
        Radius: 5.060068 +- 0.978319 (-3.794532%)  |          Radius: 5.259647 +- 0.962669 (0.000000%)  |          Radius: 5.534856 +- 1.154136 (5.232461%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.217821 +- 0.532943 (7.471895%)  |          Lambda: 1.133153 +- 0.491454 (0.000000%)  |         Lambda: 1.047784 +- 0.469980 (-7.533758%)  | 
         Radius: 4.965491 +- 1.057225 (3.612668%)  |          Radius: 4.792359 +- 0.985256 (0.000000%)  |         Radius: 4.682977 +- 0.983309 (-2.282425%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.040786 +- 0.451682 (6.503798%)  |          Lambda: 0.977229 +- 0.420610 (0.000000%)  |         Lambda: 0.931832 +- 0.415772 (-4.645482%)  | 
         Radius: 4.965491 +- 1.057225 (3.612668%)  |          Radius: 4.792359 +- 0.985256 (0.000000%)  |         Radius: 4.682977 +- 0.983309 (-2.282425%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
