                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.764163 +- 0.859115 (-0.279970%)  |          Lambda: 1.769116 +- 0.948023 (0.000000%)  |          Lambda: 1.802312 +- 1.667843 (1.876417%)  | 
        Radius: 6.721385 +- 1.760398 (-0.336133%)  |          Radius: 6.744054 +- 1.868249 (0.000000%)  |          Radius: 6.825177 +- 3.142188 (1.202882%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.739569 +- 0.808871 (0.209051%)  |          Lambda: 1.735940 +- 0.886271 (0.000000%)  |          Lambda: 1.764707 +- 1.558466 (1.657143%)  | 
        Radius: 6.721385 +- 1.760398 (-0.336133%)  |          Radius: 6.744054 +- 1.868249 (0.000000%)  |          Radius: 6.825177 +- 3.142188 (1.202882%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.194873 +- 0.536708 (0.670732%)  |          Lambda: 1.186912 +- 0.567649 (0.000000%)  |         Lambda: 1.161837 +- 1.051115 (-2.112625%)  | 
         Radius: 5.181938 +- 1.282766 (0.255032%)  |          Radius: 5.168756 +- 1.314225 (0.000000%)  |         Radius: 5.125605 +- 2.451486 (-0.834843%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.563144 +- 0.684173 (0.684761%)  |          Lambda: 1.552513 +- 0.727497 (0.000000%)  |         Lambda: 1.544258 +- 1.382422 (-0.531719%)  | 
         Radius: 5.181938 +- 1.282766 (0.255032%)  |          Radius: 5.168756 +- 1.314225 (0.000000%)  |         Radius: 5.125605 +- 2.451486 (-0.834843%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
