  --------------------------------------------- |   --------------------------------------------- |   --------------------------------------------- | 
AnalysisType = LamK0                            | AnalysisType = LamK0                            | AnalysisType = LamK0                            | 
CentralityType = 0-10%                          | CentralityType = 10-30%                         | CentralityType = 30-50%                         | 
	ParamType = Lambda                      | 	ParamType = Lambda                       | 	ParamType = Lambda                        | 
		Average = 1.494724              | 		Average = 1.494724               | 		Average = 1.494724                | 
		Error   = 0.033485              | 		Error   = 0.033485               | 		Error   = 0.033485                | 
			%Error = 2.240216%      | 			%Error = 2.240216%       | 			%Error = 2.240216%        | 
                                                |                                                 |                                                 | 
	ParamType = Radius                      | 	ParamType = Radius                       | 	ParamType = Radius                        | 
		Average = 3.170157              | 		Average = 2.461059               | 		Average = 1.769535                | 
		Error   = 0.170147              | 		Error   = 0.127646               | 		Error   = 0.092789                | 
			%Error = 5.367135%      | 			%Error = 5.186648%       | 			%Error = 5.243686%        | 
                                                |                                                 |                                                 | 
	ParamType = Ref0                        | 	ParamType = Ref0                         | 	ParamType = Ref0                          | 
		Average = -0.088839             | 		Average = -0.088839              | 		Average = -0.088839               | 
		Error   = 0.005391              | 		Error   = 0.005391               | 		Error   = 0.005391                | 
			%Error = 6.067835%      | 			%Error = 6.067835%       | 			%Error = 6.067835%        | 
                                                |                                                 |                                                 | 
	ParamType = Imf0                        | 	ParamType = Imf0                         | 	ParamType = Imf0                          | 
		Average = 0.087966              | 		Average = 0.087966               | 		Average = 0.087966                | 
		Error   = 0.014405              | 		Error   = 0.014405               | 		Error   = 0.014405                | 
			%Error = 16.375693%     | 			%Error = 16.375693%      | 			%Error = 16.375693%       | 
                                                |                                                 |                                                 | 
	ParamType = d0                          | 	ParamType = d0                           | 	ParamType = d0                            | 
		Average = 0.000000              | 		Average = 0.000000               | 		Average = 0.000000                | 
		Error   = 0.000000              | 		Error   = 0.000000               | 		Error   = 0.000000                | 
			%Error = -nan%          | 			%Error = -nan%           | 			%Error = -nan%            | 
                                                |                                                 |                                                 | 
  --------------------------------------------- |   --------------------------------------------- |   --------------------------------------------- | 
AnalysisType = ALamK0                           | AnalysisType = ALamK0                           | AnalysisType = ALamK0                           | 
