                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.943523 +- 0.375213 (1.843057%)  |          Lambda: 1.908351 +- 0.336975 (0.000000%)  |          Lambda: 1.927790 +- 0.342889 (1.018628%)  | 
         Radius: 5.894085 +- 0.635981 (0.707867%)  |          Radius: 5.852656 +- 0.595057 (0.000000%)  |          Radius: 5.898789 +- 0.612273 (0.788240%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.943523 +- 0.375213 (1.843057%)  |          Lambda: 1.908351 +- 0.336975 (0.000000%)  |          Lambda: 1.927790 +- 0.342889 (1.018628%)  | 
         Radius: 5.894085 +- 0.635981 (0.707867%)  |          Radius: 5.852656 +- 0.595057 (0.000000%)  |          Radius: 5.898789 +- 0.612273 (0.788240%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.394549 +- 0.249295 (2.257955%)  |          Lambda: 1.363756 +- 0.238068 (0.000000%)  |         Lambda: 1.331651 +- 0.236058 (-2.354160%)  | 
         Radius: 4.548917 +- 0.433892 (0.492952%)  |          Radius: 4.526603 +- 0.426350 (0.000000%)  |         Radius: 4.477998 +- 0.429906 (-1.073763%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.394549 +- 0.249295 (2.257955%)  |          Lambda: 1.363756 +- 0.238068 (0.000000%)  |         Lambda: 1.331651 +- 0.236058 (-2.354160%)  | 
         Radius: 4.548917 +- 0.433892 (0.492952%)  |          Radius: 4.526603 +- 0.426350 (0.000000%)  |         Radius: 4.477998 +- 0.429906 (-1.073763%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
