                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.269668 +- 0.837130 (0.002363%)  |          Lambda: 1.269638 +- 0.709178 (0.000000%)  |          Lambda: 1.284465 +- 0.727141 (1.167813%)  | 
        Radius: 4.224635 +- 0.722178 (-0.031803%)  |          Radius: 4.225979 +- 0.735560 (0.000000%)  |          Radius: 4.251108 +- 0.769577 (0.594631%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.266461 +- 0.812097 (0.471951%)  |          Lambda: 1.260512 +- 0.684879 (0.000000%)  |          Lambda: 1.273040 +- 0.698642 (0.993882%)  | 
        Radius: 4.224635 +- 0.722178 (-0.031803%)  |          Radius: 4.225979 +- 0.735560 (0.000000%)  |          Radius: 4.251108 +- 0.769577 (0.594631%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.992042 +- 0.636411 (0.652999%)  |          Lambda: 0.985606 +- 0.554602 (0.000000%)  |         Lambda: 0.964554 +- 0.551692 (-2.135945%)  | 
         Radius: 3.569996 +- 0.681523 (0.364856%)  |          Radius: 3.557018 +- 0.688544 (0.000000%)  |         Radius: 3.524478 +- 0.694661 (-0.914811%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.296172 +- 0.825471 (0.694122%)  |          Lambda: 1.287237 +- 0.713795 (0.000000%)  |         Lambda: 1.280473 +- 0.719920 (-0.525467%)  | 
         Radius: 3.569996 +- 0.681523 (0.364856%)  |          Radius: 3.557018 +- 0.688544 (0.000000%)  |         Radius: 3.524478 +- 0.694661 (-0.914811%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
