                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.265719 +- 0.506014 (-1.607665%)  |          Lambda: 1.286400 +- 0.430653 (0.000000%)  |          Lambda: 1.312294 +- 0.455848 (2.012904%)  | 
        Radius: 5.145264 +- 1.180654 (-1.439522%)  |          Radius: 5.220413 +- 1.043138 (0.000000%)  |          Radius: 5.338552 +- 1.065746 (2.263020%)  | 
         Ref0: -1.059704 +- 0.144729 (-3.405541%)  |          Ref0: -1.097065 +- 0.155637 (-0.000000%)  |           Ref0: -1.114466 +- 0.160556 (1.586141%)  | 
          Imf0: 0.588115 +- 0.334874 (-0.628889%)  |            Imf0: 0.591837 +- 0.367838 (0.000000%)  |            Imf0: 0.611367 +- 0.384343 (3.299895%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.264052 +- 0.509012 (-0.815025%)  |          Lambda: 1.274439 +- 0.430580 (0.000000%)  |          Lambda: 1.297237 +- 0.455039 (1.788866%)  | 
        Radius: 5.145264 +- 1.180654 (-1.439522%)  |          Radius: 5.220413 +- 1.043138 (0.000000%)  |          Radius: 5.338552 +- 1.065746 (2.263020%)  | 
         Ref0: -1.059704 +- 0.144729 (-3.405541%)  |          Ref0: -1.097065 +- 0.155637 (-0.000000%)  |           Ref0: -1.114466 +- 0.160556 (1.586141%)  | 
          Imf0: 0.588115 +- 0.334874 (-0.628889%)  |            Imf0: 0.591837 +- 0.367838 (0.000000%)  |            Imf0: 0.611367 +- 0.384343 (3.299895%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.896933 +- 0.814982 (15.737288%)  |          Lambda: 1.638999 +- 0.702775 (0.000000%)  |         Lambda: 1.548007 +- 0.673553 (-5.551681%)  | 
         Radius: 5.403325 +- 1.235787 (5.934816%)  |          Radius: 5.100613 +- 1.160396 (0.000000%)  |         Radius: 5.047320 +- 1.150655 (-1.044835%)  | 
         Ref0: -1.059704 +- 0.144729 (-3.405541%)  |          Ref0: -1.097065 +- 0.155637 (-0.000000%)  |           Ref0: -1.114466 +- 0.160556 (1.586141%)  | 
          Imf0: 0.588115 +- 0.334874 (-0.628889%)  |            Imf0: 0.591837 +- 0.367838 (0.000000%)  |            Imf0: 0.611367 +- 0.384343 (3.299895%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.620764 +- 0.686387 (15.260476%)  |          Lambda: 1.406175 +- 0.595902 (0.000000%)  |         Lambda: 1.342713 +- 0.577538 (-4.513094%)  | 
         Radius: 5.403325 +- 1.235787 (5.934816%)  |          Radius: 5.100613 +- 1.160396 (0.000000%)  |         Radius: 5.047320 +- 1.150655 (-1.044835%)  | 
         Ref0: -1.059704 +- 0.144729 (-3.405541%)  |          Ref0: -1.097065 +- 0.155637 (-0.000000%)  |           Ref0: -1.114466 +- 0.160556 (1.586141%)  | 
          Imf0: 0.588115 +- 0.334874 (-0.628889%)  |            Imf0: 0.591837 +- 0.367838 (0.000000%)  |            Imf0: 0.611367 +- 0.384343 (3.299895%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
