                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.278534 +- 0.773598 (0.040610%)  |          Lambda: 1.278015 +- 0.711964 (0.000000%)  |          Lambda: 1.287063 +- 0.772014 (0.707973%)  | 
        Radius: 4.731405 +- 0.855614 (-0.125492%)  |          Radius: 4.737350 +- 0.861405 (0.000000%)  |          Radius: 4.766931 +- 0.878640 (0.624421%)  | 
           Ref0: 0.292604 +- 0.182079 (0.999279%)  |            Ref0: 0.289709 +- 0.174373 (0.000000%)  |            Ref0: 0.293307 +- 0.181305 (1.241936%)  | 
           Imf0: 0.465158 +- 0.274362 (0.326544%)  |            Imf0: 0.463644 +- 0.241431 (0.000000%)  |            Imf0: 0.466037 +- 0.267293 (0.516129%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.274681 +- 0.744710 (0.506284%)  |          Lambda: 1.268260 +- 0.683873 (0.000000%)  |          Lambda: 1.275309 +- 0.736529 (0.555801%)  | 
        Radius: 4.731405 +- 0.855614 (-0.125492%)  |          Radius: 4.737350 +- 0.861405 (0.000000%)  |          Radius: 4.766931 +- 0.878640 (0.624421%)  | 
           Ref0: 0.292604 +- 0.182079 (0.999279%)  |            Ref0: 0.289709 +- 0.174373 (0.000000%)  |            Ref0: 0.293307 +- 0.181305 (1.241936%)  | 
           Imf0: 0.465158 +- 0.274362 (0.326544%)  |            Imf0: 0.463644 +- 0.241431 (0.000000%)  |            Imf0: 0.466037 +- 0.267293 (0.516129%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.980876 +- 0.578574 (0.732431%)  |          Lambda: 0.973744 +- 0.540604 (0.000000%)  |         Lambda: 0.948706 +- 0.560501 (-2.571312%)  | 
         Radius: 3.945543 +- 0.766434 (0.294640%)  |          Radius: 3.933952 +- 0.776924 (0.000000%)  |         Radius: 3.898378 +- 0.770537 (-0.904281%)  | 
           Ref0: 0.292604 +- 0.182079 (0.999279%)  |            Ref0: 0.289709 +- 0.174373 (0.000000%)  |            Ref0: 0.293307 +- 0.181305 (1.241936%)  | 
           Imf0: 0.465158 +- 0.274362 (0.326544%)  |            Imf0: 0.463644 +- 0.241431 (0.000000%)  |            Imf0: 0.466037 +- 0.267293 (0.516129%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.280698 +- 0.743136 (0.766906%)  |          Lambda: 1.270951 +- 0.691651 (0.000000%)  |         Lambda: 1.258233 +- 0.730361 (-1.000668%)  | 
         Radius: 3.945543 +- 0.766434 (0.294640%)  |          Radius: 3.933952 +- 0.776924 (0.000000%)  |         Radius: 3.898378 +- 0.770537 (-0.904281%)  | 
           Ref0: 0.292604 +- 0.182079 (0.999279%)  |            Ref0: 0.289709 +- 0.174373 (0.000000%)  |            Ref0: 0.293307 +- 0.181305 (1.241936%)  | 
           Imf0: 0.465158 +- 0.274362 (0.326544%)  |            Imf0: 0.463644 +- 0.241431 (0.000000%)  |            Imf0: 0.466037 +- 0.267293 (0.516129%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
