                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.460589 +- 0.765808 (2.562178%)  |          Lambda: 1.424101 +- 0.724029 (0.000000%)  |          Lambda: 1.497219 +- 0.719266 (5.134327%)  | 
         Radius: 6.257587 +- 0.800992 (0.139930%)  |          Radius: 6.248843 +- 0.869349 (0.000000%)  |          Radius: 6.349270 +- 0.831283 (1.607130%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.460589 +- 0.765808 (2.562178%)  |          Lambda: 1.424101 +- 0.724029 (0.000000%)  |          Lambda: 1.497219 +- 0.719266 (5.134327%)  | 
         Radius: 6.257587 +- 0.800992 (0.139930%)  |          Radius: 6.248843 +- 0.869349 (0.000000%)  |          Radius: 6.349270 +- 0.831283 (1.607130%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.981142 +- 0.226101 (4.307122%)  |          Lambda: 0.940628 +- 0.219606 (0.000000%)  |         Lambda: 0.925757 +- 0.160008 (-1.580965%)  | 
         Radius: 4.516983 +- 0.506880 (0.771619%)  |          Radius: 4.482396 +- 0.511984 (0.000000%)  |         Radius: 4.391245 +- 0.488992 (-2.033533%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.981142 +- 0.226101 (4.307122%)  |          Lambda: 0.940628 +- 0.219606 (0.000000%)  |         Lambda: 0.925757 +- 0.160008 (-1.580965%)  | 
         Radius: 4.516983 +- 0.506880 (0.771619%)  |          Radius: 4.482396 +- 0.511984 (0.000000%)  |         Radius: 4.391245 +- 0.488992 (-2.033533%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchM |                             AnalysisType = LamKchM |                             AnalysisType = LamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
