                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.168582 +- 0.352294 (1.742695%)  |          Lambda: 1.148566 +- 0.347831 (0.000000%)  |          Lambda: 1.170628 +- 0.285781 (1.920830%)  | 
         Radius: 6.331816 +- 1.034173 (0.359463%)  |          Radius: 6.309137 +- 1.040404 (0.000000%)  |          Radius: 6.405288 +- 0.869590 (1.523996%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.168582 +- 0.352294 (1.742695%)  |          Lambda: 1.148566 +- 0.347831 (0.000000%)  |          Lambda: 1.170628 +- 0.285781 (1.920830%)  | 
         Radius: 6.331816 +- 1.034173 (0.359463%)  |          Radius: 6.309137 +- 1.040404 (0.000000%)  |          Radius: 6.405288 +- 0.869590 (1.523996%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.861469 +- 0.206671 (3.730083%)  |          Lambda: 0.830491 +- 0.203146 (0.000000%)  |         Lambda: 0.793500 +- 0.172880 (-4.454112%)  | 
         Radius: 4.878281 +- 0.614421 (0.994107%)  |          Radius: 4.830263 +- 0.622378 (0.000000%)  |         Radius: 4.734880 +- 0.544857 (-1.974696%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.861469 +- 0.206671 (3.730083%)  |          Lambda: 0.830491 +- 0.203146 (0.000000%)  |         Lambda: 0.793500 +- 0.172880 (-4.454112%)  | 
         Radius: 4.878281 +- 0.614421 (0.994107%)  |          Radius: 4.830263 +- 0.622378 (0.000000%)  |         Radius: 4.734880 +- 0.544857 (-1.974696%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
