                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.291414 +- 0.410814 (-1.564253%)  |          Lambda: 1.311936 +- 0.405106 (0.000000%)  |          Lambda: 1.377993 +- 0.451780 (5.035078%)  | 
        Radius: 4.897031 +- 0.815346 (-3.218627%)  |          Radius: 5.059890 +- 0.885620 (0.000000%)  |          Radius: 5.297724 +- 0.941131 (4.700379%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                            CentralityType = 0-10% |                             CentralityType = 0-10% |                             CentralityType = 0-10% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.279371 +- 0.409691 (-1.443029%)  |          Lambda: 1.298103 +- 0.402866 (0.000000%)  |          Lambda: 1.344502 +- 0.444025 (3.574370%)  | 
        Radius: 4.897031 +- 0.815346 (-3.218627%)  |          Radius: 5.059890 +- 0.885620 (0.000000%)  |          Radius: 5.297724 +- 0.941131 (4.700379%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.684921 +- 0.657307 (14.990480%)  |          Lambda: 1.465270 +- 0.565885 (0.000000%)  |        Lambda: 1.304028 +- 0.507644 (-11.004252%)  | 
         Radius: 4.830767 +- 0.959961 (3.866644%)  |          Radius: 4.650932 +- 0.928790 (0.000000%)  |         Radius: 4.528081 +- 0.909005 (-2.641428%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 10-30% |                            CentralityType = 10-30% |                            CentralityType = 10-30% | 
                                                   |                                                    |                                                    | 
        Lambda: 1.422704 +- 0.546084 (13.859496%)  |          Lambda: 1.249526 +- 0.475964 (0.000000%)  |         Lambda: 1.147580 +- 0.442267 (-8.158774%)  | 
         Radius: 4.830767 +- 0.959961 (3.866644%)  |          Radius: 4.650932 +- 0.928790 (0.000000%)  |         Radius: 4.528081 +- 0.909005 (-2.641428%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                            AnalysisType = LamKchP |                             AnalysisType = LamKchP |                             AnalysisType = LamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
